OBJECTID_1,OBJECTID,Date,Confidence,LS_ID,Notes,DDLon,DDLat,ORIG_OID,FoundGE,NotFoundGE,FoundLS,NotFoundLS,QC_GE,QC_LS,,
535,49743,2008/07/23,8,389,"process points, DM63, Field verified by NCGS,",082.64963700W,35.47263100N,49742,,WL,,,,,,
536,49744,2004/09/15,8,412,"process points, Hwy 221 F2, Field verified by NCGS,",081.94162239W,35.95039648N,49743,,WL,,,,,,
537,49745,2004/09/15,8,413,"process points, Hwy 221 F1, Field verified by NCGS,",081.94050721W,35.94669777N,49744,,WL,,,,,,
538,49746,2004/10/13,8,414,"process points, Jonas Ridge/Upper Creek, Field verified by NCGS,",081.87073534W,35.95896721N,49745,,WL,,,,,,
539,49747,2004/09/09,8,415,"process points, White Laurel EF1, Field verified by NCGS,",081.64199000W,36.21049000N,49746,,WL,,,,,,
540,49748,2004/09/09,8,416,"process points, White Laurel EF2, Field verified by NCGS,",081.64259000W,36.21162000N,49747,,WL,,,,,,
541,49749,2004/09/09,8,417,"process points, White Laurel EF3, Field verified by NCGS,",081.64316000W,36.21149000N,49748,,WL,,,,,,
542,49750,2004/09/09,8,418,"process points, White Laurel DFA, Field verified by NCGS,",081.64229000W,36.21095000N,49749,,WL,,,,,,
543,49751,2004/09/09,8,419,"process points, White Laurel DFB, Field verified by NCGS,",081.64207000W,36.21072000N,49750,,WL,,,,,,
544,49752,2004/11/17,8,420,"process points, LFR-005 Chestoa Overlook, Field verified by NCGS,",081.96300501W,35.91233904N,49751,,WL,,,,,,
545,49753,2004/11/17,8,421,"process points, LFR-006, Field verified by NCGS,",081.97183329W,35.90723083N,49752,,WL,,,,,,
546,49754,2004/11/17,8,422,"process points, CER-008, Field verified by NCGS,",082.17608498W,35.75784004N,49753,,WL,,,,,,
547,49755,2004/11/17,8,423,"process points, OFR-014 Bear Drive Branch, Field verified by NCGS,",082.20472000W,35.72976000N,49754,,WL,,,,,,
548,49756,2008/02/29,8,521,"process points, 200802290011, Field verified by NCGS,",082.74929900W,35.61511900N,49755,,WL,,,,,,
549,49757,2005/01/10,8,524,"process points, MRR-021A, Field verified by NCGS,",082.29587200W,35.72661700N,49756,,WL,,,,,,
550,49758,2005/01/10,8,525,"process points, MRR-021B, Field verified by NCGS,",082.29619000W,35.72671000N,49757,,WL,,,,,,
553,49761,2006/02/27,8,9,"process points, Moore Landslide, Field verified by NCGS,",083.53396000W,35.16367000N,49760,,WL,,,,,,
559,49767,2003/04/25,8,17,"process points, CPR-001, Field verified by NCGS,",082.40942200W,35.68965700N,49766,,WL,,,,,,
563,49771,2004/06/30,8,42,"process points, Whippoorwill Slide, Field verified by Data Source 1,",083.53510000W,35.31930000N,49770,,WL,,,,,,
564,49772,2004/11/17,8,424,"process points, OFR-015 Licklog Branch, Field verified by NCGS,",082.20915000W,35.72479000N,49771,,WL,,,,,,
565,49773,2004/11/17,8,425,"process points, OFR-016, Field verified by NCGS,",082.23333000W,35.71490000N,49772,,WL,,,,,,
566,49774,2004/09/15,8,426,"process points, SRR-003, Field verified by NCGS,",082.79421000W,35.35852000N,49773,,WL,,,,,,
567,49775,2004/09/15,8,427,"process points, SAM-002, Field verified by NCGS,",082.96225199W,35.31758116N,49774,,WL,,,,,,
568,49776,2004/09/19,8,434,"process points, Peeks Creek, Field verified by NCGS, Fatalities:   Sharon Califf McCollum, 54; grandchildren Michael Colt McCollum, 3; Jay McCollum (still born);  Mr. James Watts and Ms. Katie Watts.  Injured: Christy McCollumn, broken leg, later amputat",083.31489921W,35.10156035N,49775,,WL,,,,,,
569,49777,2004/09/19,8,435,"process points, PC EF1, Field verified by NCGS,",083.29832000W,35.11759000N,49776,,WL,,,,,,
570,49778,2004/09/19,8,436,"process points, PC EF2, Field verified by NCGS,",083.30174491W,35.11441932N,49777,,WL,,,,,,
571,49779,2007/05/16,8,165,"process points,  , Field verified by NCGS,",081.72110700W,36.23823200N,49778,,WL,,,,,,
572,49780,2006/11/01,8,528,"process points, MRR-025, Field verified by NCGS,",082.31652000W,35.73339000N,49779,,WL,,,,,,
573,49781,2005/01/11,8,532,"process points, MRR-030, Field verified by NCGS,",082.33692700W,35.74860500N,49780,,WL,,,,,,
574,49782,2005/03/15,8,601,"process points, Reifert Residence, Field verified by NCGS,",082.93224000W,35.67694000N,49781,,WL,,,,,,
575,49783,2005/03/15,8,602,"process points, Cruso Church of Christ, Field verified by NCGS,",082.81013000W,35.41120000N,49782,,WL,,,,,,
576,49784,2005/03/15,8,603,"process points, Big East Fork Trailhead, Field verified by NCGS,",082.81782000W,35.36595000N,49783,,WL,,,,,,
577,49785,2004/10/15,8,437,"process points, Nickajack Creek, Field verified by NCGS,",083.31070729W,35.12638451N,49784,,WL,,,,,,
578,49786,2004/09/24,8,438,"process points, Betsy Gap, Field verified by NCGS,",082.88959000W,35.69492000N,49785,,WL,,,,,,
579,49787,2004/09/24,8,439,"process points, Hebo Mountain 1, Field verified by NCGS,",082.90970090W,35.68226658N,49786,,WL,,,,,,
580,49788,2004/09/23,8,440,"process points, Starnes Cove DF1, Field verified by NCGS,",082.67032000W,35.59080000N,49787,,WL,,,,,,
585,49793,2006/01/25,8,1253,"process points, Ellijay Creek EF, Field verified by NCGS,",083.25966000W,35.19372000N,49792,,WL,,,,,,
586,49794,2006/01/25,8,1254,"process points, Ellijay RF, Field verified by NCGS,",083.25944000W,35.19380000N,49793,,WL,,,,,,
587,49795,2006/01/20,8,1255,"process points, jxn-gc-0001, Field verified by NCGS,",083.29988000W,35.26342000N,49794,,WL,,,,,,
589,49797,2000/06/27,8,22,"process points, I-40 at I-540, Field verified by NCGS,",078.83300000W,35.87630000N,49796,,WL,,,,,,
591,49799,2000/03/01,8,24,"process points, Harrisville, Field verified by NCGS,",079.80580000W,35.23230000N,49798,,WL,,,,,,
592,49800,2000/06/07,8,25,"process points, Allen Stand, Field verified by NCGS,",082.76114000W,35.98650000N,49799,,WL,,,,,,
593,49801,2000/06/07,8,26,"process points, Hickey Fork, Field verified by NCGS,",082.69775000W,36.00682000N,49800,,WL,,,,,,
594,49802,2003/12/03,8,27,"process points, Coweeta 1, Field verified by NCGS,",083.44599000W,35.05861000N,49801,,WL,,,,,,
595,49803,2004/09/23,8,441,"process points, Starnes Cove DF2, Field verified by NCGS,",082.67053504W,35.58962520N,49802,,WL,,,,,,
596,49804,2004/09/23,8,442,"process points, Starnes Cove DF3, Field verified by NCGS,",082.67136000W,35.58918000N,49803,,WL,,,,,,
597,49805,2004/09/23,8,443,"process points, Starnes Cove DF4, Field verified by NCGS,",082.67090000W,35.58850000N,49804,,WL,,,,,,
598,49806,2004/09/23,8,444,"process points, Starnes Cove DF5, Field verified by NCGS,",082.67131000W,35.58689000N,49805,,WL,,,,,,
599,49807,2005/07/20,8,728,"process points, Hwy 105, Field verified by NCGS,",081.85235946W,36.10562059N,49806,,WL,,,,,,
600,49808,2005/07/12,8,729,"process points, Bear Lake Preserve, Field verified by NCGS,",083.05467814W,35.23240228N,49807,,WL,,,,,,
601,49809,2011/03/23,8,730,"process points, Kiesse Creek Debris Flow, Field verified by NCGS,",083.10646349W,35.23527583N,49808,,WL,,,,,,
602,49810,2004/11/10,8,445,"process points, Little Pine Debris Flow, Field verified by NCGS,",082.79024000W,35.75596000N,49809,,WL,,,,,,
603,49811,2005/02/24,8,448,"process points, Whiteside Mountain Overlook, Field verified by NCGS,",083.15161872W,35.09823313N,49810,,WL,,,,,,
604,49812,2006/03/23,8,450,"process points, I-40 MM35, Field verified by NCGS,",082.78930000W,35.54029000N,49811,,WL,,,,,,
605,49813,2005/10/25,8,452,"process points, NC 151 EF, Field verified by NCGS,",082.73426623W,35.45187182N,49812,,WL,,,,,,
606,49814,2008/10/23,8,453,"process points, Sunrise Mobile Home Park, Field verified by NCGS,",082.66366100W,35.65144500N,49813,,WL,,,,,,
609,49817,2005/02/15,8,464,"process points, Wayah Debris Flow 1, Field verified by NCGS,",083.52104000W,35.16823000N,49816,,WL,,,,,,
610,49818,2005/03/15,8,604,"process points, 276 PF 1, Field verified by NCGS,",082.78614000W,35.31399000N,49817,,WL,,,,,,
611,49819,2005/03/15,8,605,"process points, 276 PF2, Field verified by NCGS,",082.77155000W,35.29765000N,49818,,WL,,,,,,
612,49820,2005/03/15,8,606,"process points, Hwy 280 PF, Field verified by NCGS,",082.68746972W,35.28861744N,49819,,WL,,,,,,
639,49847,2008/02/29,8,546,"process points, 200802290014, Field verified by NCGS,",082.74894200W,35.61411500N,49846,,WL,,,,,,
648,49856,2005/10/05,8,791,"process points, 276 PF3, Field verified by NCGS,",082.80688000W,35.37115000N,49855,,WL,,,,,,
656,49864,2005/07/12,8,740,"process points, Skyland Drive, Field verified by NCGS,",083.15603205W,35.40859196N,49863,,WL,,,,,,
661,49869,2006/03/07,8,620,"process points, Wayah 1, Field verified by NCGS,",083.53635000W,35.11096000N,49868,,WL,,,,,,
662,49870,2006/03/02,8,621,"process points, Wayah 2, Field verified by NCGS,",083.53448000W,35.10798000N,49869,,WL,,,,,,
663,49871,2006/02/28,8,622,"process points, Wayah 3, Field verified by NCGS,",083.53131749W,35.17013252N,49870,,WL,,,,,,
664,49872,2006/02/28,8,623,"process points, Wayah 4, Field verified by NCGS,",083.53038000W,35.16492000N,49871,,WL,,,,,,
665,49873,2006/03/01,8,624,"process points, Wayah 6, Field verified by NCGS,",083.56051000W,35.15022000N,49872,,WL,,,,,,
666,49874,2006/02/27,8,625,"process points, Wayah 7, Field verified by NCGS,",083.54045000W,35.15673000N,49873,,WL,,,,,,
667,49875,2006/02/27,8,626,"process points, Wayah 8, Field verified by NCGS,",083.54303000W,35.13212000N,49874,,WL,,,,,,
669,49877,2006/02/28,8,628,"process points, Wayah 10, Field verified by NCGS,",083.52994000W,35.14845000N,49876,,WL,,,,,,
670,49878,2006/02/24,8,629,"process points, Wayah 11, Field verified by NCGS,",083.51948000W,35.14555000N,49877,,WL,,,,,,
671,49879,2006/01/25,8,630,"process points, Gator Ridge 1 - Whiteoak EF, Field verified by NCGS,",083.61111000W,35.21666000N,49878,,WL,,,,,,
672,49880,2006/03/08,8,631,"process points, Wayah 13, Field verified by NCGS,",083.53791000W,35.12159000N,49879,,WL,,,,,,
673,49881,2005/04/22,8,632,"process points, Peaks at Lake Lure, Field verified by NCGS,",082.18344000W,35.40746000N,49880,,WL,,,,,,
674,49882,2005/04/26,8,633,"process points, Elk Creek North, Field verified by NCGS,",081.52543000W,36.19169000N,49881,,WL,,,,,,
675,49883,2005/04/26,8,634,"process points, Rocky Knob, Field verified by NCGS,",081.52475000W,36.15346000N,49882,,WL,,,,,,
676,49884,2005/04/19,8,638,"process points, Rich Cove, Field verified by NCGS,",083.00910000W,35.52780000N,49883,,WL,,,,,,
677,49885,2004/06/15,8,29,"process points, Mink Branch Slide, Field verified by NCGS,",083.26865000W,35.48222000N,49884,,WL,,,,,,
678,49886,2004/04/28,8,30,"process points, Cherokee Gap West Slide, Field verified by NCGS,",083.31387000W,35.47304000N,49885,,WL,,,,,,
679,49887,2004/04/28,8,31,"process points, Tooni Branch Slide, Field verified by NCGS,",083.28643460W,35.48116246N,49886,,WL,,,,,,
680,49888,2001/07/26,8,32,"process points, Pounding Mill Branch Slide, Field verified by NCGS,",082.73241879W,35.99513599N,49887,,WL,,,,,,
682,49890,2006/11/27,8,236,"process points,  , Field verified by NCGS,",081.83775000W,36.24906000N,49889,,WL,,,,,,
683,49891,2005/05/11,8,639,"process points, Snowball Mountain 3, Field verified by NCGS,",082.40360300W,35.70040900N,49890,,WL,,,,,,
684,49892,2005/05/11,8,640,"process points, Snowball Mountain 2, Field verified by NCGS,",082.40381900W,35.70062900N,49891,,WL,,,,,,
685,49893,2005/05/11,8,641,"process points, Snowball Mountain 1, Field verified by NCGS,",082.40339500W,35.70163300N,49892,,WL,,,,,,
686,49894,2005/05/17,8,642,"process points, Toe River Tire Oak Ave East, Field verified by NCGS,",082.07191997W,35.91724405N,49893,,WL,,,,,,
687,49895,2005/05/17,8,643,"process points, Oak Ave West, Field verified by NCGS,",082.07301853W,35.91722228N,49894,,WL,,,,,,
700,49908,2005/06/23,8,663,"process points, Main Street, Field verified by NCGS,",081.54166000W,35.92235000N,49907,,WL,,,,,,
701,49909,2005/06/23,8,664,"process points, WEMC, Field verified by NCGS,",081.55070000W,35.91698000N,49908,,WL,,,,,,
702,49910,2008/03/20,8,665,"process points, Earlies Gap, Field verified by NCGS,",082.76971000W,35.67926200N,49909,,WL,,,,,,
728,49936,2008/02/29,8,555,"process points, 200802290015, Field verified by NCGS,",082.74907000W,35.61394800N,49935,,WL,,,,,,
729,49937,2008/02/29,8,556,"process points, 200802290002, Field verified by NCGS,",082.74996500W,35.61402900N,49936,,WL,,,,,,
740,49948,2003,8,723,"process points, Camp Cove Branch, Field verified by Data Source 1,",082.88956000W,35.17333000N,49947,,WL,,,,,,
742,49950,2005/07/07,8,725,"process points, Broad River Fire Dept, Field verified by NCGS,",082.25800496W,35.51022471N,49949,,WL,,,,,,
745,49953,2005/07/11,8,726,"process points, Campbell Mtn Estates 1, Field verified by NCGS,",083.03684000W,35.52787000N,49952,,WL,,,,,,
746,49954,2005/07/15,8,727,"process points, Old US 64 Whetstone Ridge, Field verified by NCGS,",082.86313000W,35.13632000N,49953,,WL,,,,,,
747,49955,2005/07/14,8,731,"process points, Coweeta 2, Field verified by NCGS,",083.45849000W,35.03066000N,49954,,WL,,,,,,
748,49956,2005/07/14,8,732,"process points, Coweeta 3, Field verified by NCGS,",083.45317000W,35.03442000N,49955,,WL,,,,,,
749,49957,2005/07/14,8,733,"process points, Coweeta 4, Field verified by NCGS,",083.45483000W,35.03681000N,49956,,WL,,,,,,
750,49958,2006/01/24,8,1258,"process points, mac-gc-1004, Field verified by NCGS,",083.32954000W,35.26108000N,49957,,WL,,,,,,
751,49959,2006/01/27,8,1260,"process points, mac-ck-0011, Field verified by NCGS,",083.26660000W,35.13340000N,49958,,WL,,,,,,
752,49960,2005/08/01,8,734,"process points, Lake Logan Center, Field verified by NCGS,",082.93221875W,35.40274961N,49959,,WL,,,,,,
753,49961,2005/08/4-9,8,735,"process points, SAM-001, Field verified by NCGS,",082.96539000W,35.32748000N,49960,,WL,,,,,,
754,49962,2005/08/25,8,737,"process points, Hot Springs Earthquake RF, Field verified by NCGS,",082.83290000W,35.88190000N,49961,,WL,,,,,,
755,49963,2005/08/30,8,738,"process points, Jackson Cty Airport - Pruett, Field verified by NCGS,",083.21370000W,35.32270000N,49962,,WL,,,,,,
756,49964,2005/08/30,8,739,"process points, Jackson Cty Airport - Ammons, Field verified by NCGS,",083.21070000W,35.31970000N,49963,,WL,,,,,,
757,49965,2008/11/05,8,368,"process points, 200811051003, Field verified by NCGS,",082.48801400W,35.67516100N,49964,,WL,,,,,,
758,49966,2008/11/05,8,369,"process points, 200811051006, Field verified by NCGS,",082.48776100W,35.67600700N,49965,,WL,,,,,,
759,49967,2009/04/30,8,370,"process points, DM44, Field verified by NCGS,",082.63638300W,35.45922000N,49966,,WL,,,,,,
763,49971,2005/04/15,8,783,"process points, CPR-102, Field verified by NCGS,",082.49360000W,35.64265000N,49970,,WL,,,,,,
764,49972,2005/08/19,8,784,"process points, Davis Property 1, Field verified by NCGS,",082.79448178W,35.53850922N,49971,,WL,,,,,,
765,49973,2005/08/19,8,785,"process points, Davis Property 2, Field verified by NCGS,",082.79500000W,35.53950000N,49972,,WL,,,,,,
766,49974,2005/09/27,8,788,"process points, HZR-003, Field verified by NCGS,",083.03333000W,35.43349000N,49973,,WL,,,,,,
767,49975,2005/09/27,8,789,"process points, HZR-005, Field verified by NCGS,",083.00170000W,35.37910000N,49974,,WL,,,,,,
770,49978,2006/10/10,8,799,"process points, DG_6B070_006, Field verified by NCGS,",081.54929300W,36.22432600N,49977,,WL,,,,,,
773,49981,2006/01/25,8,1263,"process points, mac-gc-1007, Field verified by NCGS,",083.34743000W,35.25792000N,49980,,WL,,,,,,
779,49987,2006/01/25,8,1265,"process points, mac-gc-1008, Field verified by NCGS,",083.34870000W,35.25748000N,49986,,WL,,,,,,
806,50014,2006/10/11,8,837,"process points, DG_6B071_029, Field verified by NCGS,",081.54419000W,36.21959000N,50013,,WL,,,,,,
854,50062,2006/10/03,8,885,"process points, DG_6B071_078, Field verified by NCGS,",081.56135000W,36.19816000N,50061,,WL,,,,,,
874,50082,2006/10/03,8,905,"process points, DG_6B071_098, Field verified by NCGS,",081.56218000W,36.19685000N,50081,,WL,,,,,,
876,50084,2006/10/03,8,907,"process points, DG_6B071_100, Field verified by NCGS,",081.56205000W,36.19701000N,50083,,WL,,,,,,
877,50085,2006/10/03,8,908,"process points, DG_6B071_101, Field verified by NCGS,",081.56376000W,36.19554000N,50084,,WL,,,,,,
878,50086,2006/10/03,8,909,"process points, DG_6B071_102, Field verified by NCGS,",081.56410000W,36.19506000N,50085,,WL,,,,,,
879,50087,2006/10/03,8,910,"process points, DG_6B071_103, Field verified by NCGS,",081.56443000W,36.19495000N,50086,,WL,,,,,,
913,50121,2008/02/29,8,558,"process points, 200802290022, Field verified by NCGS,",082.74972200W,35.61302700N,50120,,WL,,,,,,
929,50137,2006/09/25,8,969,"process points, DG_6B071_177, Field verified by NCGS,",081.53036000W,36.19011000N,50136,,WL,,,,,,
930,50138,2006/09/25,8,970,"process points, DG_6B071_178, Field verified by NCGS,",081.52998000W,36.19067000N,50137,,WL,,,,,,
931,50139,2006/09/25,8,971,"process points, DG_6B071_179, Field verified by NCGS,",081.53023000W,36.19037000N,50138,,WL,,,,,,
933,50141,2006/09/25,8,973,"process points, DG_6B071_181, Field verified by NCGS,",081.53034000W,36.18980000N,50140,,WL,,,,,,
936,50144,2006/09/25,8,976,"process points, DG_6B071_184, Field verified by NCGS,",081.52943000W,36.19046000N,50143,,WL,,,,,,
946,50154,2006/01/10,8,329,"process points, Jackson Cty Airport Southwest, Field verified by NCGS,",083.20583254W,35.31315989N,50153,,WL,,,,,,
947,50155,2006/01/27,8,1264,"process points, mac-ck-0013, Field verified by NCGS,",083.26241000W,35.12976000N,50154,,WL,,,,,,
986,50194,2006/09/25,8,1026,"process points, DG_6B071_236, Field verified by NCGS,",081.52990000W,36.18979000N,50193,,WL,,,,,,
992,50200,2006/10/02,8,1032,"process points, DG_6B071_242, Field verified by NCGS,",081.52621000W,36.18186000N,50199,,WL,,,,,,
993,50201,2006/10/02,8,1033,"process points, DG_6B071_243, Field verified by NCGS,",081.52691000W,36.18158000N,50200,,WL,,,,,,
1004,50212,2006/10/03,8,1044,"process points, DG_6B071_254, Field verified by NCGS,",081.56150000W,36.19377000N,50211,,WL,,,,,,
1030,50238,2006/10/02,8,1081,"process points, DG_6B008_016, Field verified by NCGS,",081.52017000W,36.17217600N,50237,,WL,,,,,,
1061,50269,2006/09/20,8,1104,"process points, DG_6B009_009, Field verified by NCGS,",081.51139000W,36.17800000N,50268,,WL,,,,,,
1062,50270,2006/09/20,8,1105,"process points, DG_6B009_010, Field verified by NCGS,",081.51163000W,36.17844000N,50269,,WL,,,,,,
1080,50288,2011/03/08,8,1124,"process points, DG_6B073_002, Field verified by Data Source 1,",081.54738000W,36.16241000N,50287,,WL,,,,,,
1088,50296,2006/09/21,8,1132,"process points, DG_6B130_002, Field verified by NCGS,",081.59847000W,36.20398000N,50295,,WL,,,,,,
1102,50310,2006/09/27,8,1146,"process points, DG_6B130_016, Field verified by NCGS,",081.57436400W,36.19315700N,50309,,WL,,,,,,
1104,50312,2006/09/27,8,1149,"process points, DG_6B130_019, Field verified by NCGS,",081.57672000W,36.19040000N,50311,,WL,,,,,,
1109,50317,2006/09/27,8,1154,"process points, DG_6B130_024, Field verified by NCGS,",081.57400800W,36.19363000N,50316,,WL,,,,,,
1130,50338,2006/10/03,8,1177,"process points, wat-dg-0012, Field verified by NCGS,",081.56308000W,36.19736000N,50337,,WL,,,,,,
1132,50340,2006/09/26,8,1180,"process points, DG_6B131_021, Field verified by NCGS,",081.58061000W,36.21677000N,50339,,WL,,,,,,
1133,50341,2006/09/26,8,1181,"process points, DG_6B131_022, Field verified by NCGS,",081.58141000W,36.21730000N,50340,,WL,,,,,,
1154,50362,2005/11/10,8,792,"process points, Hunters Crossing, Field verified by NCGS,",082.99801000W,35.44876000N,50361,,WL,,,,,,
1162,50370,2006/10/25,8,1219,"process points, Payne Branch Road 1, Field verified by NCGS,",081.64807000W,36.18011000N,50369,,WL,,,,,,
1165,50373,2006/12/07,8,1222,"process points, Payne Branch Rd. 2, Field verified by NCGS,",081.65143100W,36.18546700N,50372,,WL,,,,,,
